sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,maxBStep,avgBStep,countTransact,maxAvailability,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
17375,22,5,1961.445,15,149.99,249.99,2789.85,3,179.99,179.99,539.97,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
48241,17,7,149.822,4,74.99,79.99,314.96,1,79.99,79.99,79.99,,,,2400.0,477.0,67.0,11.0,53.0,2.0,142.0,,,1.0,,,,,,1
32150,19,6,172.761,3,599.0,599.0,599.0,0,,,,2.0,1.0,1.0,2000.0,454.0,180.0,5.0,56.0,2.0,42.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
23930,13,6,277.682,13,3.99,17.99,181.87,4,3.99,17.99,49.96,,,,900.0,502.0,73.0,4.0,29.0,2.0,284.0,,,1.0,,,,,,1
29855,18,6,166.607,6,9.99,19.99,94.94,2,14.99,19.99,34.98,,,,,,,,,,,,,1.0,,,,,,1
21750,11,6,160.719,2,24.99,24.99,49.98,1,24.99,24.99,24.99,5.0,1.0,1.0,5000.0,461.0,5.0,18.0,45.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
43586,13,7,3629.2270000000003,73,1.0,19.99,627.6,12,5.0,19.99,123.92,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1
681,8,5,2597.654,29,4.99,164.99,792.03,4,12.99,139.99,178.96,,,,1400.0,437.0,54.0,16.0,28.0,1.0,55.0,,,1.0,,,,,,1
47294,16,7,3136.113,3,9.99,699.0,726.94,2,9.99,17.95,27.94,,,,800.0,546.0,6.0,2.0,39.0,2.0,43.0,,,2.0,,,,,,1
668,8,5,16.653,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
863,8,5,334.465,18,69.99,99.99,1159.86,4,69.99,99.99,319.96,,,,600.0,458.0,144.0,11.0,46.0,1.0,98.0,,,1.0,,,,,,1
4040,11,5,554.261,24,7.99,36.85,384.08,7,7.99,27.85,131.65,,,,16400.0,531.0,343.0,32.0,49.0,2.0,11.0,,,1.0,,,,,,1
4082,11,5,184.705,3,549.99,549.99,1099.98,1,549.99,549.99,549.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36948,7,7,1088.575,10,24.99,59.99,314.9,1,24.99,24.99,24.99,1.0,1.0,,5000.0,512.0,131.0,12.0,51.0,2.0,27.0,1.0,1.0,1.0,,1.0,,1.0,,0
47373,16,7,484.54400000000004,24,39.95,79.99,1344.36,3,39.99,79.99,189.97,,,,,,,,,,,,,1.0,,,,,,0
193,6,5,0.0,4,9.99,49.99,99.96,4,9.99,49.99,99.96,,,,5000.0,569.0,52.0,67.0,55.0,2.0,12.0,,,1.0,,,,,,1
3286,10,5,145.595,2,89.99,89.99,179.98,1,89.99,89.99,89.99,,,,,,,,,,,,,1.0,,,,,,0
7334,14,5,152.493,4,14.0,14.0,56.0,2,14.0,14.0,28.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
34811,22,6,724.3839999999999,6,249.99,499.99,1999.94,2,249.99,499.99,749.98,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
15954,21,5,1853.227,69,6.99,59.99,1591.31,6,12.99,39.99,132.94,,,,600.0,70.0,30.0,1.0,31.0,2.0,369.0,,,1.0,,,,,,1
42891,13,7,56.497,3,29.99,29.99,89.97,1,29.99,29.99,29.99,,,,300.0,455.0,4.0,3.0,50.0,2.0,42.0,,,1.0,,,,,,1
5065,12,5,1495.3310000000001,23,3.0,19.99,269.87,3,12.99,19.99,52.97,1.0,1.0,1.0,5000.0,539.0,56.0,28.0,38.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
13303,19,5,2863.495,57,499.99,1499.99,19559.7,6,629.99,749.99,3949.94,1.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0
4030,11,5,359.566,4,699.0,699.0,2796.0,1,699.0,699.0,699.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
25959,15,6,1091.366,3,9.99,59.99,79.97,3,9.99,59.99,79.97,,1.0,1.0,600.0,519.0,39.0,2.0,55.0,2.0,260.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
44670,14,7,2104.831,102,4.99,99.99,3648.14,13,6.99,99.99,571.88,1.0,1.0,1.0,1300.0,499.0,214.0,3.0,59.0,1.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
22054,11,6,60.282,2,249.99,249.99,499.98,1,249.99,249.99,249.99,,,,,,,,,,,,,1.0,,,,,,0
24924,14,6,2418.012,131,6.99,599.0,3905.74,27,6.99,99.99,774.73,5.0,1.0,1.0,20600.0,457.0,184.0,20.0,61.0,1.0,90.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25700,15,6,1278.77,32,3.99,24.99,307.88,8,7.0,24.99,91.96,1.0,1.0,1.0,300.0,512.0,6.0,0.0,28.0,2.0,187.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46129,15,7,35.416,4,17.99,17.99,71.96,1,17.99,17.99,17.99,,,,3300.0,474.0,200.0,67.0,52.0,1.0,4.0,,,1.0,,,,,,0
6589,13,5,166.86900000000003,3,44.99,299.99,644.97,1,299.99,299.99,299.99,,,,300.0,455.0,128.0,11.0,41.0,2.0,59.0,,,1.0,,,,,,0
44265,14,7,2596.132,4,299.99,299.99,1199.96,1,299.99,299.99,299.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47525,16,7,512.499,15,7.99,22.99,148.87,4,7.99,22.99,46.96,3.0,1.0,1.0,800.0,491.0,114.0,11.0,30.0,2.0,98.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
7220,14,5,65.675,6,49.95,49.95,299.7,2,49.95,49.95,99.9,,,,,,,,,,,,,1.0,,,,,,1
2549,10,5,1583.6229999999998,8,12.99,49.99,125.96,2,12.99,49.99,62.98,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
46554,16,7,43.663999999999994,0,,,,0,,,,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
27479,16,6,452.858,2,599.0,599.0,1198.0,1,599.0,599.0,599.0,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
18119,1,6,11.567,3,4.99,4.99,9.98,1,4.99,4.99,4.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
49180,18,7,2079.02,29,39.9,99.95,1913.55,3,59.95,79.95,199.85,,,,,,,,,,,,,1.0,,,,,,0
8834,15,5,2572.527,81,4.99,29.99,1114.38,6,4.99,29.99,74.95,,,,600.0,70.0,13.0,0.0,27.0,1.0,427.0,,,1.0,,,,,,1
16814,22,5,57.163000000000004,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,1.0,1.0,,,,,,,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0
17815,23,5,167.44400000000002,3,19.99,54.99,114.97,3,19.99,54.99,114.97,2.0,1.0,1.0,2000.0,512.0,105.0,6.0,41.0,2.0,158.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
29320,17,6,289.45099999999996,11,15.0,24.99,224.91,4,15.0,24.99,79.97,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
32885,20,6,3897.675,45,12.99,329.99,1268.58,5,19.99,49.99,144.95,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46406,16,7,3056.387,23,261.99,261.99,1571.94,3,261.99,261.99,785.97,1.0,1.0,1.0,2500.0,524.0,360.0,5.0,72.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
10222,16,5,140.987,7,12.99,39.99,78.96,1,12.99,12.99,12.99,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
17911,0,6,275.638,16,9.99,19.99,161.87,5,9.99,19.99,65.95,,,,600.0,562.0,12.0,2.0,28.0,2.0,145.0,,,1.0,,,,,,1
16391,21,5,1186.756,38,7.0,20.0,524.85,15,10.0,19.99,279.87,,,,,,,,,,,,,1.0,,,,,,0
17212,22,5,310.78700000000003,15,9.99,35.95,311.77,5,9.99,35.95,108.91,,,,,,,,,,,,,1.0,,,,,,0
47637,17,7,15342.891000000001,118,12.99,339.99,7335.98,7,19.99,269.99,878.94,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
35332,22,6,272.612,7,12.99,99.99,537.93,1,99.99,99.99,99.99,,,,,,,,,,,,,1.0,,,,,,0
21882,11,6,2627.8,27,9.99,89.99,797.73,5,14.99,34.99,144.95,,,,600.0,486.0,17.0,26.0,35.0,2.0,11.0,,,1.0,,,,,,0
40358,11,7,257.973,5,9.99,9.99,39.96,2,9.99,9.99,19.98,2.0,1.0,1.0,2500.0,531.0,129.0,27.0,34.0,2.0,22.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30903,18,6,1847.19,35,6.99,59.99,819.66,11,14.99,59.99,313.89,4.0,1.0,1.0,3500.0,511.0,158.0,2.0,47.0,2.0,189.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
45840,15,7,551.5740000000001,16,15.99,24.99,342.75,4,15.99,24.99,90.96,,,,1200.0,572.0,49.0,5.0,39.0,1.0,30.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
45809,15,7,5396.53,66,6.0,39.95,1366.98,6,8.0,39.95,135.88,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
48564,17,7,80.616,19,1.0,1.0,19.0,1,1.0,1.0,1.0,,,,1100.0,483.0,87.0,31.0,36.0,2.0,4.0,,,1.0,,,,,,0
27825,16,6,1387.13,25,4.99,99.95,868.71,6,4.99,79.99,174.94,,,,2600.0,546.0,170.0,5.0,32.0,2.0,47.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
26607,15,6,12.837,2,29.99,29.99,59.98,1,29.99,29.99,29.99,,,,8000.0,489.0,23.0,16.0,22.0,2.0,50.0,,,1.0,,,,,,1
34438,21,6,1423.009,28,3.99,199.99,1011.72,8,3.99,199.99,353.92,2.0,1.0,1.0,800.0,70.0,17.0,0.0,30.0,2.0,524.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46521,16,7,1480.443,18,9.99,49.99,284.86,7,9.99,29.99,134.93,,,,,,,,,,,,,1.0,,,,,,1
25138,14,6,4566.893,63,7.0,22.9,691.17,8,9.99,19.99,117.92,4.0,1.0,1.0,,,,,,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
45035,15,7,905.067,19,1.0,49.99,124.98,5,1.0,3.0,11.0,1.0,1.0,3.0,2000.0,494.0,220.0,14.0,43.0,2.0,22.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1
13097,19,5,142.467,6,29.99,29.99,179.94,2,29.99,29.99,59.98,,,,5500.0,479.0,221.0,34.0,56.0,2.0,12.0,,,1.0,,,,,,1
25905,15,6,562.943,8,299.99,299.99,899.97,1,299.99,299.99,299.99,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
19132,8,6,758.7660000000001,3,79.95,149.95,309.85,1,79.95,79.95,79.95,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
26542,15,6,765.862,21,5.0,34.99,526.8,5,8.99,34.99,123.95,,,,600.0,583.0,38.0,2.0,39.0,2.0,27.0,,,1.0,,,,,,1
43264,13,7,750.721,6,14.99,24.99,94.95,2,14.99,19.99,34.98,2.0,1.0,1.0,600.0,546.0,169.0,1.0,52.0,2.0,89.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
35207,22,6,1488.614,7,3.99,29.99,161.93,2,3.99,29.99,33.98,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
9653,16,5,2727.028,54,5.0,51.96,851.05,10,5.0,44.99,138.45,2.0,1.0,1.0,600.0,525.0,94.0,12.0,42.0,1.0,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
47026,16,7,3131.796,68,5.99,39.9,1147.68,15,6.99,39.9,288.14,,,,3000.0,544.0,220.0,15.0,54.0,2.0,60.0,,,1.0,,,,,,1
40704,11,7,37.921,7,3.99,9.99,47.93,3,3.99,9.99,18.97,,,,3900.0,592.0,222.0,34.0,41.0,2.0,12.0,,,1.0,,,,,,0
5532,12,5,2989.36,47,12.99,29.95,793.81,3,17.95,19.95,57.85,2.0,1.0,1.0,800.0,451.0,1.0,0.0,37.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4725,12,5,0.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,,,,,,,,,,,,,1.0,,,,,,0
9889,16,5,161.256,6,24.99,29.99,169.94,6,24.99,29.99,169.94,1.0,1.0,1.0,1000.0,609.0,79.0,5.0,43.0,2.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
35453,22,6,442.36400000000003,3,279.99,699.0,1258.98,1,279.99,279.99,279.99,,1.0,1.0,1000.0,517.0,91.0,4.0,31.0,2.0,371.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
16134,21,5,1011.11,15,24.99,399.0,1088.86,2,24.99,39.99,64.98,,,,600.0,70.0,215.0,1.0,60.0,2.0,310.0,,,1.0,,,,,,1
27429,16,6,909.19,12,3.99,99.99,506.88,4,3.99,99.99,136.96,2.0,1.0,1.0,4000.0,558.0,212.0,14.0,53.0,2.0,68.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
25188,14,6,26.36,3,24.99,24.99,74.97,1,24.99,24.99,24.99,1.0,1.0,1.0,1200.0,538.0,194.0,2.0,41.0,2.0,160.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
27057,16,6,751.533,3,1099.99,1199.99,3499.97,1,1199.99,1199.99,1199.99,,,,,,,,,,,,,1.0,,,,,,0
11812,18,5,1211.927,19,9.99,65.99,418.83,3,9.99,39.99,64.97,,,,,,,,,,,,,1.0,,,,,,0
19709,9,6,148.321,10,12.99,89.99,625.9,3,12.99,89.99,132.97,,,,300.0,373.0,2.0,0.0,31.0,1.0,74.0,,,1.0,,,,,,1
22659,12,6,151.05100000000002,2,19.99,49.99,69.98,1,19.99,19.99,19.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
15701,21,5,3636.0840000000003,49,6.59,89.95,1423.37,7,7.0,39.99,175.95,4.0,1.0,1.0,600.0,478.0,75.0,2.0,37.0,2.0,223.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
43837,14,7,3980.357,46,9.99,59.99,1129.57,24,9.99,59.99,668.76,4.0,1.0,1.0,13500.0,565.0,163.0,16.0,44.0,2.0,66.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32695,20,6,194.03400000000002,2,24.99,24.99,49.98,1,24.99,24.99,24.99,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
16083,21,5,3726.739,25,3.99,49.99,570.74,5,3.99,34.99,65.96,2.0,1.0,1.0,4000.0,603.0,340.0,12.0,49.0,2.0,66.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
33575,20,6,585.73,22,4.99,24.99,156.9,4,4.99,24.99,60.96,,1.0,1.0,1000.0,473.0,115.0,25.0,33.0,2.0,4.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1
22588,12,6,73.788,6,19.99,19.99,119.94,2,19.99,19.99,39.98,,,,1000.0,438.0,106.0,9.0,40.0,2.0,11.0,,,2.0,,,,,,0
35153,22,6,32.426,6,24.99,24.99,149.94,2,24.99,24.99,49.98,,,,,,,,,,,,,1.0,,,,,,1
38171,9,7,452.626,6,9.99,19.99,69.95,3,9.99,19.99,39.97,,1.0,1.0,300.0,578.0,3.0,1.0,54.0,2.0,105.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0
3348,10,5,1652.8,13,11.99,29.99,255.87,2,19.99,19.99,39.98,2.0,1.0,1.0,1000.0,70.0,58.0,1.0,43.0,2.0,350.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
16919,22,5,103.714,5,14.99,24.99,104.95,2,14.99,24.99,39.98,2.0,1.0,1.0,300.0,433.0,0.0,1.0,45.0,1.0,34.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26963,16,6,3.247,5,9.99,24.99,84.95,5,9.99,24.99,84.95,1.0,1.0,1.0,1000.0,548.0,94.0,26.0,35.0,2.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25652,15,6,896.065,18,9.0,19.99,327.83,5,12.99,19.99,92.95,4.0,1.0,1.0,4000.0,569.0,169.0,8.0,50.0,2.0,147.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29217,17,6,1440.934,43,12.49,59.99,980.07,8,12.49,24.99,155.42,4.0,1.0,1.0,600.0,598.0,7.0,1.0,41.0,2.0,223.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11559,18,5,181.426,2,74.99,74.99,149.98,1,74.99,74.99,74.99,1.0,1.0,,5500.0,548.0,352.0,28.0,55.0,2.0,20.0,1.0,1.0,1.0,,1.0,,1.0,,0
21554,11,6,747.706,15,19.99,29.99,179.93,3,19.99,29.99,74.97,3.0,1.0,1.0,1000.0,494.0,143.0,7.0,42.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3939,11,5,106.3,6,12.99,12.99,77.94,1,12.99,12.99,12.99,,,,800.0,541.0,330.0,2.0,59.0,2.0,198.0,,,1.0,,,,,,1
24171,14,6,163.256,4,10.92,12.99,47.82,2,10.92,12.99,23.91,2.0,1.0,1.0,600.0,70.0,14.0,1.0,39.0,2.0,278.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
3357,10,5,1083.795,12,19.99,149.99,529.93,4,19.99,149.99,169.98,,,,4000.0,70.0,157.0,1.0,45.0,2.0,297.0,,,1.0,,,,,,0
37377,8,7,32.793,4,24.99,24.99,99.96,1,24.99,24.99,24.99,,,,900.0,505.0,466.0,3.0,29.0,1.0,15.0,,,1.0,,,,,,1
34428,21,6,304.307,9,34.99,34.99,279.92,1,34.99,34.99,34.99,,,,500.0,416.0,2.0,2.0,29.0,2.0,23.0,,,1.0,,,,,,0
40856,11,7,384.339,2,24.99,24.99,49.98,1,24.99,24.99,24.99,5.0,1.0,1.0,18200.0,517.0,160.0,19.0,50.0,2.0,8.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28499,17,6,181.553,4,79.99,79.99,319.96,2,79.99,79.99,159.98,1.0,1.0,,3000.0,509.0,47.0,35.0,40.0,2.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,0
20252,9,6,0.0,1,,,,1,,,,,,,1500.0,603.0,64.0,24.0,30.0,2.0,8.0,,,1.0,,,,,,1
22638,12,6,185.55200000000002,7,229.99,659.99,2119.94,1,229.99,229.99,229.99,,,,0.0,70.0,140.0,0.0,48.0,2.0,450.0,,,1.0,,,,,,0
30013,18,6,735.191,8,12.99,49.95,166.8,1,17.95,17.95,17.95,,,,,,,,,,,,,1.0,,,,,,0
4790,12,5,4091.808,37,1.0,79.99,530.84,12,3.0,79.99,241.91,4.0,1.0,1.0,4000.0,557.0,222.0,6.0,52.0,2.0,122.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1
26738,16,6,2647.438,5,3.99,24.99,63.96,2,3.99,9.99,13.98,1.0,1.0,1.0,300.0,383.0,3.0,4.0,34.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23777,13,6,118.65799999999999,6,17.99,17.99,107.94,2,17.99,17.99,35.98,,,,3800.0,579.0,369.0,170.0,52.0,2.0,11.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
38480,9,7,7.55,4,22.99,29.99,102.96,4,22.99,29.99,102.96,1.0,1.0,1.0,600.0,518.0,38.0,3.0,50.0,2.0,184.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
39353,10,7,0.0,1,6.99,6.99,6.99,1,6.99,6.99,6.99,,,,300.0,537.0,5.0,0.0,53.0,1.0,34.0,,,1.0,,,,,,0
34896,22,6,3046.612,32,9.99,419.99,5809.68,2,299.99,419.99,719.98,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1989,9,5,5328.088000000001,23,3.0,499.0,1268.85,4,20.0,64.99,169.97,1.0,1.0,1.0,3000.0,583.0,244.0,20.0,54.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
32120,19,6,2341.646,10,24.99,149.99,299.93,1,24.99,24.99,24.99,1.0,1.0,1.0,4000.0,528.0,352.0,33.0,29.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
43336,13,7,16.646,4,119.99,119.99,479.96,1,119.99,119.99,119.99,,,,2700.0,490.0,223.0,11.0,49.0,2.0,5.0,,,1.0,,,,,,1
33835,21,6,627.913,5,22.99,179.99,342.91,4,22.99,59.95,162.92,,1.0,1.0,4000.0,553.0,118.0,15.0,47.0,1.0,12.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
46330,16,7,1002.993,18,3.99,129.99,401.94,2,3.99,129.99,133.98,3.0,1.0,1.0,3000.0,502.0,85.0,45.0,61.0,2.0,14.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2408,9,5,1484.611,24,11.99,34.99,263.89,3,11.99,24.99,61.97,1.0,1.0,1.0,4000.0,543.0,190.0,16.0,36.0,2.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
41614,12,7,311.405,19,35.95,35.95,431.4,3,35.95,35.95,107.85,,1.0,1.0,800.0,568.0,7.0,8.0,38.0,2.0,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
8048,15,5,939.0369999999999,46,7.99,19.99,387.71,8,7.99,19.99,103.92,,,,,,,,,,,,,1.0,,,,,,0
7324,14,5,9849.344000000001,56,6.99,24.99,744.58,12,8.99,24.99,180.4,,,,5000.0,501.0,20.0,51.0,42.0,2.0,18.0,,,1.0,,,,,,1
14423,20,5,61.143,9,12.99,12.99,116.91,3,12.99,12.99,38.97,,,,3300.0,564.0,433.0,21.0,72.0,2.0,39.0,,,1.0,,,,,,0
16545,21,5,301.802,5,69.99,499.99,1139.96,2,69.99,499.99,569.98,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0
40541,11,7,106.506,3,12.99,12.99,38.97,1,12.99,12.99,12.99,1.0,1.0,5.0,,,,,,,,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,0
32573,20,6,136.491,5,29.99,37.99,143.96,1,37.99,37.99,37.99,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
20887,10,6,4.532,2,599.99,599.99,599.99,2,599.99,599.99,599.99,,,,,,,,,,,,,1.0,,,,,,0
22367,12,6,351.667,5,17.99,42.95,164.83,2,17.99,42.95,60.94,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
12731,18,5,2798.63,135,4.99,549.99,6116.99,24,4.99,469.99,1147.55,1.0,1.0,1.0,600.0,481.0,223.0,22.0,41.0,2.0,46.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1
27860,16,6,4988.74,47,8.95,54.99,756.43,2,12.0,34.9,46.9,,,,700.0,459.0,253.0,15.0,46.0,2.0,36.0,,,1.0,,,,,,1
32326,19,6,1657.267,24,9.99,86.99,465.76,9,9.99,39.99,182.83,5.0,1.0,1.0,6000.0,494.0,296.0,9.0,49.0,1.0,12.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30207,18,6,775.5239999999999,14,17.99,39.95,287.82,3,17.99,19.99,55.97,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
10838,17,5,1334.221,4,549.99,599.99,2299.96,1,599.99,599.99,599.99,,1.0,1.0,1400.0,501.0,230.0,11.0,61.0,2.0,57.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
41290,12,7,3401.884,54,14.99,67.21,476.94,4,16.99,39.99,110.92,1.0,1.0,3.0,,,,,,,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0
16678,21,5,10.87,3,17.99,17.99,53.97,1,17.99,17.99,17.99,,,,,,,,,,,,,1.0,,,,,,0
20497,10,6,398.575,8,6.95,99.0,244.85,2,19.95,99.0,118.95,4.0,1.0,1.0,600.0,80.0,11.0,1.0,26.0,2.0,43.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
19908,9,6,1574.454,106,7.9,24.99,1310.51,14,8.39,24.99,190.63,,,,500.0,403.0,1.0,1.0,36.0,2.0,9.0,,,1.0,,,,,,1
32322,19,6,713.674,5,19.99,73.0,152.98,2,19.99,59.99,79.98,1.0,1.0,1.0,3200.0,70.0,220.0,1.0,49.0,1.0,24.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
33083,20,6,348.04900000000004,15,47.99,59.95,887.29,3,59.95,59.95,179.85,2.0,1.0,1.0,1700.0,582.0,130.0,4.0,37.0,2.0,55.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
29742,18,6,1114.399,22,3.99,39.99,240.79,20,3.99,39.99,232.81,,,,800.0,494.0,361.0,36.0,51.0,2.0,26.0,,,2.0,,,,,,1
8152,15,5,911.425,9,4.99,69.0,285.98,3,4.99,69.0,142.99,4.0,1.0,1.0,,,,,,,,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
44128,14,7,14.681,3,9.99,9.99,29.97,1,9.99,9.99,9.99,,,,1200.0,492.0,64.0,80.0,58.0,2.0,6.0,,,1.0,,,,,,1
4350,11,5,211.204,6,34.99,34.99,174.95,1,34.99,34.99,34.99,,1.0,1.0,600.0,397.0,11.0,8.0,27.0,1.0,68.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1
17683,23,5,769.318,18,49.99,329.99,3679.84,5,69.99,329.99,1189.95,3.0,1.0,1.0,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
20374,10,6,629.007,15,8.95,39.99,165.86,3,12.99,17.99,44.97,1.0,1.0,1.0,2900.0,504.0,128.0,10.0,34.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
