sessionNo,startHour,startWeekday,bCount,bStep,onlineStatus,availability,address,maxBStep,avgBStep,countTransact,maxAvailability,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
336,19,7,5,4.0,1.0,1.0,2.0,5.0,2.5,13.0,1.0,1.0,1.0,1.0,1.0,1
336,19,7,5,5.0,1.0,1.0,2.0,5.0,2.5,13.0,1.0,1.0,1.0,1.0,1.0,1
337,19,7,1,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,1,1.0,1.0,2.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,1,1.0,1.0,2.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,2,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,3.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,3.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,3.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,3.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,3.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,2.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,4.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
337,19,7,3,1.0,1.0,1.0,2.0,4.0,1.4,15.0,3.0,1.0,2.0,1.0,1.0,1
338,19,7,1,1.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0
338,19,7,1,3.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0
338,19,7,1,4.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0
338,19,7,1,5.0,1.0,1.0,2.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0
339,19,7,1,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,2,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,3,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,4,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,5,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,6,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,6,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,6,2.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,6,2.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
339,19,7,6,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,10.0,1.0,1.0,1.0,1.0,1.0,1
340,19,7,1,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
341,19,7,1,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,2,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,3,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,4,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,5,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,6,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,7,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,8,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,9,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,10,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,11,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,11,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,12,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,12,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,13,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,14,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,15,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,16,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,17,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,18,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,19,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,20,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,21,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,22,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,23,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,24,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,24,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,1.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,2.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,3.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,4.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
341,19,7,25,5.0,1.0,1.0,2.0,5.0,1.8409090909090908,69.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,1,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,1,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,2,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,2,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,3,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,3,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,2.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,2.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
342,19,7,4,1.0,1.0,1.0,1.0,2.0,1.2857142857142858,12.0,1.0,1.0,1.0,1.0,1.0,1
343,19,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
343,19,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0
344,19,7,1,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,2,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,3,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,4,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,5,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,6,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,7,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,8,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,9,1.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,9,2.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,9,3.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,9,4.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
344,19,7,9,5.0,1.0,1.0,2.0,5.0,3.5,13.0,1.0,1.0,1.0,1.0,1.0,1
345,19,7,1,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
345,19,7,1,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
346,19,7,1,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1
346,19,7,1,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1
346,19,7,1,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1
347,19,7,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
347,19,7,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
348,19,7,1,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,2,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,3,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,4,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,5,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,6,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,7,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,2.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,2.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,2.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
348,19,7,8,1.0,1.0,1.0,2.0,2.0,1.6,14.0,1.0,1.0,1.0,1.0,1.0,1
349,19,7,1,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
349,19,7,2,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
350,19,7,1,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
351,19,7,1,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
351,19,7,2,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
351,19,7,2,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
351,19,7,2,2.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
351,19,7,2,2.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
351,19,7,2,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,6.0,1.0,1.0,1.0,1.0,1.0,1
352,19,7,1,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,1,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,2,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,2,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,3,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,4,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,5,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,6,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,7,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,8,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,3.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,1.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,3.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,4.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
352,19,7,9,5.0,1.0,1.0,2.0,5.0,1.5,27.0,3.0,1.0,1.1111111111111112,1.0,1.0,1
353,19,7,1,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,2,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,3,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,4,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,4.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
353,19,7,5,1.0,1.0,1.0,2.0,4.0,1.375,15.0,1.0,1.0,1.0,1.0,1.0,1
354,19,7,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0
354,19,7,1,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0
355,19,7,1,1.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,2.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,1.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,1.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,1.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
355,19,7,1,4.0,1.0,1.0,2.0,4.0,3.882352941176471,21.0,1.0,1.0,1.0,1.0,1.0,0
356,19,7,1,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
356,19,7,2,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
357,19,7,1,1.0,1.0,1.0,2.0,4.0,2.2,11.0,1.0,1.0,1.0,1.0,1.0,1
357,19,7,2,1.0,1.0,1.0,2.0,4.0,2.2,11.0,1.0,1.0,1.0,1.0,1.0,1
