sessionNo,startWeekday,bCount,onlineStatus,address,maxBStep,avgBStep,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
373,7,1,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,2,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,3,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,4,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,5,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
373,7,6,1.0,2.0,5.0,2.8461538461538463,1.0,1.0,1.0,1.0,1
374,7,1,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,2,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,3,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,4,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,4,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
374,7,5,1.0,2.0,5.0,2.7894736842105257,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
375,7,1,1.0,2.0,4.0,1.6,1.0,1.0,1.0,1.0,1
376,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
377,7,1,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,2,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
377,7,3,1.0,1.0,4.0,3.333333333333333,1.0,1.0,1.0,1.0,1
378,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
378,7,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
378,7,3,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
378,7,4,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
378,7,4,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
378,7,4,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
379,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
379,7,2,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
379,7,2,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
379,7,2,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
379,7,2,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,2,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,3,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,3,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,3,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
380,7,3,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,1
381,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
381,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
381,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,1,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,2,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,3,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,3,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,3,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,3,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
382,7,3,1.0,2.0,5.0,2.7142857142857144,1.0,1.0,1.0,1.0,0
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
383,7,1,1.0,2.0,3.0,2.2,1.0,1.0,1.0,1.0,1
384,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,0
384,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,0
384,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,0
384,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,0
384,7,1,1.0,2.0,2.0,1.5,1.0,1.0,1.0,1.0,0
385,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
385,7,2,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
386,7,1,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,2,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,2,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,3,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,3,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,4,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,4,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,4,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,5,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,6,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,6,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,6,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,6,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,6,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,7,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,8,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,8,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,8,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
386,7,8,1.0,2.0,4.0,1.875,1.0,1.818181818181818,1.0,1.0,1
387,7,1,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0
388,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
388,7,2,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
389,7,1,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,0
389,7,1,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,0
389,7,1,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,0
389,7,1,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,0
390,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
390,7,2,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
390,7,3,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
391,7,1,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,2,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
391,7,3,1.0,2.0,2.0,1.4,1.0,1.0,1.0,1.0,1
392,7,1,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,2,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,3,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,4,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,5,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,5,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,5,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,5,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
392,7,5,1.0,2.0,4.0,2.5,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
393,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
394,7,1,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,2,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,3,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,3,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,3,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,3,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
394,7,3,1.0,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1
395,7,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0
395,7,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0
396,7,1,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,2,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
396,7,3,1.0,1.0,4.0,2.0625,1.0,1.0,1.0,1.0,1
397,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
398,7,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
398,7,2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
398,7,3,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
398,7,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
398,7,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
399,7,1,1.0,2.0,5.0,3.1666666666666665,1.0,1.0,1.0,1.0,1
400,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
400,7,2,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
400,7,3,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
400,7,4,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
401,7,1,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,2,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,3,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,3,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,3,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,3,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
401,7,3,1.0,2.0,2.0,1.6666666666666667,1.0,1.0,1.0,1.0,1
402,7,1,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0
403,7,1,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
403,7,2,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
403,7,3,1.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0
404,7,1,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,2,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,2,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,2,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,3,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,3,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,3,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
404,7,3,1.0,2.0,1.0,1.0,1.0,3.4,1.0,3.0,0
405,7,1,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,2,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,3,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,4,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,5,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,6,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,7,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,8,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,9,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,10,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,11,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
405,7,12,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1
406,7,1,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,1,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,1,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,2,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,2,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,2,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,2,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,3,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,4,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,4,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
406,7,4,1.0,2.0,5.0,2.8571428571428568,1.0,1.0,1.0,1.0,1
407,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0
407,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0
408,7,1,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,2,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,3,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,4,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,4,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,4,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,4,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
408,7,4,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1
409,7,1,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
409,7,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
409,7,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
409,7,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
409,7,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
410,7,1,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,2,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,3,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,4,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,5,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,5,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,5,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
410,7,5,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1
411,7,1,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,2,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
411,7,3,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1
412,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,2,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
412,7,3,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
413,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
413,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
413,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
413,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
413,7,1,1.0,2.0,2.0,1.75,1.0,1.0,1.0,1.0,1
