sessionNo|startHour|startWeekday|duration|cCount|cMinPrice|cMaxPrice|cSumPrice|bCount|bMinPrice|bMaxPrice|bSumPrice|bStep|onlineStatus|availability|customerNo|maxVal|customerScore|accountLifetime|payments|age|address|lastOrder|order
467|7|5|1580.149|46|5.0|34.99|760.68|7|7.99|29.99|121.94|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|1648.26|53|5.0|34.99|846.64|8|7.99|29.99|134.43|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|1758.646|56|5.0|34.99|906.61|9|7.99|29.99|154.42|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|2582.168|74|5.0|59.99|1326.53|9|7.99|29.99|154.42|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|3758.327|114|5.0|59.99|1824.43|10|7.99|34.99|189.41|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|4585.321|129|5.0|59.99|2089.28|11|6.99|34.99|196.4|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|4655.873|135|5.0|59.99|2137.22|11|6.99|34.99|196.4|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|4677.535|136|5.0|59.99|2144.21|11|6.99|34.99|196.4|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|5045.111|138|5.0|59.99|2168.21|11|6.99|34.99|196.4|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|5073.524|139|5.0|59.99|2186.2|11|6.99|34.99|196.4|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|5921.166|150|5.0|69.99|2696.01|12|6.99|59.99|256.39|?|?|?|?|?|?|?|?|?|?|?|y
467|7|5|5983.894|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6020.897|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|2|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6150.729|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6253.45|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6340.457|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|5|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6659.548|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6780.312|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6797.598|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6868.671|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6891.637|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|6938.022|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7016.098|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7030.185|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7053.675|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7106.127|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7180.394|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7281.457|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7295.931|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7304.694|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7380.434|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7681.314|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7689.298|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7697.765|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7701.901|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|5|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7927.717|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|1|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7947.081|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|3|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7969.198|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|4|y|completely orderable|?|?|?|?|?|?|?|?|y
467|7|5|7985.026|151|5.0|69.99|2756.0|12|6.99|59.99|256.39|5|y|completely orderable|?|?|?|?|?|?|?|?|y
468|7|5|77.309|7|3.0|3.0|21.0|1|3.0|3.0|3.0|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|1374.525|35|3.0|8.0|155.0|2|3.0|8.0|11.0|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|2171.444|62|3.0|20.0|395.47|3|3.0|10.0|21.0|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|2447.496|73|3.0|20.0|500.42|4|3.0|10.0|25.99|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|4381.807|91|3.0|39.99|833.31|5|3.0|10.0|35.98|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|4722.97|93|3.0|89.99|1013.29|6|3.0|89.99|125.97|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|5132.43|96|3.0|89.99|1197.19|6|3.0|89.99|125.97|1|y|mainly orderable|212|2400|464|50|57|33|2|32|y
468|7|5|5617.245|98|3.0|89.99|1227.09|7|3.0|89.99|140.92|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|5962.757|103|3.0|89.99|1241.07|8|3.0|89.99|147.91|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|6579.222|129|3.0|89.99|1553.74|9|3.0|89.99|167.9|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|7221.3|146|3.0|89.99|1767.58|10|3.0|89.99|182.89|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|7264.165|148|3.0|89.99|1803.56|10|3.0|89.99|182.89|1|y|mainly orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9294.528|169|1.0|89.99|2085.44|11|3.0|89.99|212.88|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|9538.975|172|1.0|89.99|2102.41|12|3.0|89.99|217.87|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|9567.097|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|?|?|?|212|2400|464|50|57|33|2|32|y
468|7|5|9731.69|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|1|y|mainly orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9803.159|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|1|y|completely orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9836.842|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|1|y|completely orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9866.997|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|3|y|completely orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9888.618|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|4|y|completely orderable|212|2400|464|50|57|33|2|32|y
468|7|5|9919.076|174|1.0|89.99|2126.39|13|3.0|89.99|229.86|5|y|completely orderable|212|2400|464|50|57|33|2|32|y
469|7|5|120.658|5|8.99|9.99|38.96|1|9.99|9.99|9.99|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|144.784|8|8.99|14.99|83.93|2|9.99|14.99|24.98|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|297.201|11|7.0|14.99|104.93|3|7.0|14.99|31.98|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|367.194|16|7.0|14.99|148.9|4|7.0|14.99|41.97|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|1030.734|35|6.99|34.99|475.78|5|7.0|34.99|76.96|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|1195.591|41|6.99|34.99|655.72|6|7.0|34.99|111.95|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|1955.367|47|6.99|34.99|765.58|7|7.0|34.99|121.94|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2042.471|49|6.99|34.99|779.56|8|6.99|34.99|128.93|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2123.218|58|6.99|34.99|885.47|9|6.99|34.99|135.92|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2443.986|74|5.99|34.99|1039.31|10|6.99|34.99|150.91|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2465.001|77|5.99|34.99|1078.28|11|6.99|34.99|163.9|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2487.195|80|5.99|34.99|1102.25|12|6.99|34.99|171.89|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2516.965|85|5.99|34.99|1177.2|13|6.99|34.99|186.88|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2878.472|101|5.99|49.99|1524.04|14|6.99|49.99|236.87|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|2894.78|101|5.99|49.99|1524.04|14|6.99|49.99|236.87|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|2922.434|102|5.99|49.99|1559.03|14|6.99|49.99|236.87|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|2953.301|103|5.99|49.99|1594.02|14|6.99|49.99|236.87|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|3020.889|106|5.99|49.99|1614.99|15|6.99|49.99|243.86|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|3031.177|106|5.99|49.99|1614.99|15|6.99|49.99|243.86|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|3083.341|108|5.99|49.99|1684.97|16|6.99|49.99|278.85|?|?|?|213|300|523|4|1|19|2|55|n
469|7|5|3093.989|108|5.99|49.99|1684.97|16|6.99|49.99|278.85|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|3166.531|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|1|y|mainly orderable|213|300|523|4|1|19|2|55|n
469|7|5|3188.337|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|1|y|completely orderable|213|300|523|4|1|19|2|55|n
469|7|5|3223.515|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|3|y|completely orderable|213|300|523|4|1|19|2|55|n
469|7|5|3236.652|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|4|y|completely orderable|213|300|523|4|1|19|2|55|n
469|7|5|3253.586|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|3|y|completely orderable|213|300|523|4|1|19|2|55|n
469|7|5|3261.167|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|1|y|completely orderable|213|300|523|4|1|19|2|55|n
469|7|5|3297.261|109|5.99|49.99|1691.96|16|6.99|49.99|278.85|1|y|?|213|300|523|4|1|19|2|55|n
470|7|5|0.0|1|59.99|59.99|59.99|1|59.99|59.99|59.99|?|?|?|214|6500|563|222|96|44|2|10|n
470|7|5|56.103|1|59.99|59.99|59.99|1|59.99|59.99|59.99|2|y|completely orderable|214|6500|563|222|96|44|2|10|n
470|7|5|108.637|1|59.99|59.99|59.99|1|59.99|59.99|59.99|2|y|completely orderable|214|6500|563|222|96|44|2|10|n
470|7|5|136.044|1|59.99|59.99|59.99|1|59.99|59.99|59.99|3|y|completely orderable|214|6500|563|222|96|44|2|10|n
470|7|5|177.318|1|59.99|59.99|59.99|1|59.99|59.99|59.99|1|y|completely orderable|214|6500|563|222|96|44|2|10|n
471|7|5|8.893|3|17.99|17.99|53.97|1|17.99|17.99|17.99|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|27.578|6|14.99|17.99|98.94|2|14.99|17.99|32.98|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|57.193|9|14.99|19.99|158.91|3|14.99|19.99|52.97|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|73.788|12|14.99|19.99|218.88|4|14.99|19.99|72.96|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|83.937|15|14.99|19.99|278.85|5|14.99|19.99|92.95|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|102.882|17|14.99|39.99|358.83|6|14.99|39.99|132.94|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|128.781|20|14.99|39.99|448.8|7|14.99|39.99|162.93|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|152.053|22|14.99|39.99|498.78|8|14.99|39.99|187.92|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|168.449|25|14.99|39.99|573.75|9|14.99|39.99|212.91|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|185.858|28|14.99|49.99|723.72|10|14.99|49.99|262.9|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|199.379|31|14.99|69.95|933.57|11|14.99|69.95|332.85|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|222.654|34|14.99|69.95|1143.42|12|14.99|69.95|402.8|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|275.203|39|14.99|69.95|1279.37|13|14.99|69.95|425.79|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|308.387|42|9.99|69.95|1309.34|14|9.99|69.95|435.78|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|317.721|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|?|?|?|215|600|585|30|10|29|2|71|y
471|7|5|351.034|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|1|y|completely orderable|215|600|585|30|10|29|2|71|y
471|7|5|367.202|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|2|y|completely orderable|215|600|585|30|10|29|2|71|y
471|7|5|402.523|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|3|y|completely orderable|215|600|585|30|10|29|2|71|y
471|7|5|433.775|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|4|y|completely orderable|215|600|585|30|10|29|2|71|y
471|7|5|449.584|45|9.99|69.95|1339.31|15|9.99|69.95|445.77|5|y|completely orderable|215|600|585|30|10|29|2|71|y
472|7|5|0.0|1|?|?|?|1|?|?|?|?|?|?|?|?|?|?|?|?|?|?|n
472|7|5|3.569|2|599.99|599.99|599.99|2|599.99|599.99|599.99|?|?|?|?|?|?|?|?|?|?|?|n
473|7|5|0.0|1|99.99|99.99|99.99|1|99.99|99.99|99.99|?|?|?|?|?|?|?|?|?|?|?|n
473|7|5|0.0|2|99.99|169.0|268.99|2|99.99|169.0|268.99|?|?|?|?|?|?|?|?|?|?|?|n
473|7|5|0.0|3|99.99|169.0|398.98|3|99.99|169.0|398.98|?|?|?|?|?|?|?|?|?|?|?|n
474|7|5|74.389|4|19.99|19.99|79.96|1|19.99|19.99|19.99|?|?|?|?|?|?|?|?|?|?|?|n
474|7|5|142.183|9|17.99|19.99|177.91|2|19.99|19.99|39.98|?|?|?|?|?|?|?|?|?|?|?|n
474|7|5|297.177|11|17.99|19.99|217.89|3|19.99|19.99|59.97|?|?|?|?|?|?|?|?|?|?|?|n
474|7|5|1844.676|16|11.95|19.99|278.64|3|19.99|19.99|59.97|1|y|completely orderable|?|?|?|?|?|?|?|?|n
475|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
475|7|5|11.411|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
476|7|5|489.101|9|9.99|14.99|94.91|1|9.99|9.99|9.99|?|?|?|216|600|70|49|0|51|1|11|n
477|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|47|300|537|5|0|53|1|32|n
477|7|5|9.761|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|y|completely orderable|47|300|537|5|0|53|1|32|n
478|7|5|117.399|6|24.99|24.99|149.94|1|24.99|24.99|24.99|?|?|?|217|600|509|219|3|55|2|80|n
479|7|5|0.0|1|49.99|49.99|49.99|1|49.99|49.99|49.99|?|?|?|?|?|?|?|?|?|?|?|n
479|7|5|4.053|1|49.99|49.99|49.99|1|49.99|49.99|49.99|1|y|completely orderable|?|?|?|?|?|?|?|?|n
480|7|5|0.0|1|299.99|299.99|299.99|1|299.99|299.99|299.99|?|?|?|?|?|?|?|?|?|?|?|n
481|7|5|461.5|5|15.0|44.99|164.96|1|34.99|34.99|34.99|?|?|?|?|?|?|?|?|?|?|?|n
482|7|5|142.065|6|59.99|99.99|559.94|1|99.99|99.99|99.99|?|?|?|218|1200|530|143|5|33|2|210|n
483|7|5|297.602|21|3.0|11.99|105.94|1|7.0|7.0|7.0|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|550.625|38|3.0|11.99|190.94|2|3.0|7.0|10.0|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|816.849|48|3.0|16.99|282.88|3|3.0|16.99|26.99|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|825.988|48|3.0|16.99|282.88|3|3.0|16.99|26.99|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|831.525|50|3.0|16.99|292.86|4|3.0|16.99|31.98|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|837.726|50|3.0|16.99|292.86|4|3.0|16.99|31.98|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|863.055|53|1.0|16.99|295.86|5|1.0|16.99|32.98|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|867.127|53|1.0|16.99|295.86|5|1.0|16.99|32.98|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|878.777|53|1.0|16.99|295.86|5|1.0|16.99|32.98|2|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|959.005|53|1.0|16.99|295.86|5|1.0|16.99|32.98|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|967.366|53|1.0|16.99|295.86|5|1.0|16.99|32.98|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1008.001|55|1.0|29.99|355.84|6|1.0|29.99|62.97|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|1012.56|55|1.0|29.99|355.84|6|1.0|29.99|62.97|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1026.348|55|1.0|29.99|355.84|6|1.0|29.99|62.97|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1035.76|58|1.0|29.99|445.81|7|1.0|29.99|92.96|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|1041.903|58|1.0|29.99|445.81|7|1.0|29.99|92.96|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1046.86|58|1.0|29.99|445.81|7|1.0|29.99|92.96|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1256.252|60|1.0|29.99|459.81|7|1.0|29.99|92.96|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1266.585|60|1.0|29.99|459.81|7|1.0|29.99|92.96|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1617.113|63|1.0|29.99|480.78|8|1.0|29.99|99.95|?|?|?|219|1500|592|60|33|28|2|10|y
483|7|5|1630.683|63|1.0|29.99|480.78|8|1.0|29.99|99.95|1|y|mainly orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1636.246|63|1.0|29.99|480.78|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1639.223|63|1.0|29.99|480.78|8|1.0|29.99|99.95|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1658.678|63|1.0|29.99|480.78|8|1.0|29.99|99.95|1|y|mainly orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1672.486|63|1.0|29.99|480.78|8|1.0|29.99|99.95|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1709.551|69|1.0|29.99|570.72|8|1.0|29.99|99.95|1|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1718.014|69|1.0|29.99|570.72|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1724.46|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1729.453|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1732.353|69|1.0|29.99|570.72|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1740.188|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1747.199|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1770.794|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1774.803|69|1.0|29.99|570.72|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1782.094|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1787.692|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1800.751|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1819.005|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1820.902|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1824.351|69|1.0|29.99|570.72|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1830.536|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1844.301|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1848.005|69|1.0|29.99|570.72|8|1.0|29.99|99.95|3|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1882.209|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1893.35|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1905.151|69|1.0|29.99|570.72|8|1.0|29.99|99.95|4|y|completely orderable|219|1500|592|60|33|28|2|10|y
483|7|5|1915.083|69|1.0|29.99|570.72|8|1.0|29.99|99.95|5|y|completely orderable|219|1500|592|60|33|28|2|10|y
484|7|5|26.76|3|35.99|39.99|115.97|1|39.99|39.99|39.99|?|?|?|220|1100|458|61|7|26|1|58|n
485|7|5|16.319|2|14.99|14.99|29.98|1|14.99|14.99|14.99|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|73.314|5|14.99|14.99|74.95|2|14.99|14.99|29.98|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|90.07|5|14.99|14.99|74.95|2|14.99|14.99|29.98|3|y|completely orderable|221|8500|558|324|21|51|2|28|y
485|7|5|134.819|6|14.99|14.99|89.94|3|14.99|14.99|44.97|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|158.306|7|14.99|14.99|104.93|4|14.99|14.99|59.96|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|233.61|10|9.99|14.99|134.9|5|9.99|14.99|69.95|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|245.935|11|9.99|14.99|149.89|6|9.99|14.99|84.94|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|282.321|14|9.99|14.99|179.86|7|9.99|14.99|94.93|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|321.9|18|9.99|14.99|209.83|8|9.99|14.99|104.92|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|384.936|23|9.99|14.99|259.78|9|9.99|14.99|114.91|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|426.021|26|9.99|14.99|298.75|10|9.99|14.99|127.9|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|466.298|29|9.99|14.99|328.72|11|9.99|14.99|137.89|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|525.168|32|9.99|19.99|388.69|12|9.99|19.99|157.88|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|559.241|35|9.99|19.99|448.66|13|9.99|19.99|177.87|?|?|?|221|8500|558|324|21|51|2|28|y
485|7|5|600.817|35|9.99|19.99|448.66|13|9.99|19.99|177.87|1|y|completely orderable|221|8500|558|324|21|51|2|28|y
485|7|5|666.047|35|9.99|19.99|448.66|13|9.99|19.99|177.87|3|y|completely orderable|221|8500|558|324|21|51|2|28|y
485|7|5|691.555|35|9.99|19.99|448.66|13|9.99|19.99|177.87|4|y|completely orderable|221|8500|558|324|21|51|2|28|y
485|7|5|732.3|35|9.99|19.99|448.66|13|9.99|19.99|177.87|5|y|completely orderable|221|8500|558|324|21|51|2|28|y
486|7|5|0.0|1|6.99|6.99|6.99|1|6.99|6.99|6.99|?|?|?|?|?|?|?|?|?|?|?|n
486|7|5|6.808|1|6.99|6.99|6.99|1|6.99|6.99|6.99|2|y|completely orderable|?|?|?|?|?|?|?|?|n
487|7|5|5769.351|35|12.0|49.99|945.68|1|29.99|29.99|29.99|?|?|?|222|8500|503|175|29|50|1|11|y
487|7|5|6096.86|42|10.99|49.99|1044.61|2|14.99|29.99|44.98|?|?|?|222|8500|503|175|29|50|1|11|y
487|7|5|7233.016|94|5.0|49.99|1679.95|3|14.99|29.99|64.97|?|?|?|222|8500|503|175|29|50|1|11|y
487|7|5|7858.977|105|5.0|49.99|1887.85|3|14.99|29.99|64.97|1|y|completely orderable|222|8500|503|175|29|50|1|11|y
487|7|5|7885.52|105|5.0|49.99|1887.85|3|14.99|29.99|64.97|3|y|completely orderable|222|8500|503|175|29|50|1|11|y
487|7|5|7974.018|105|5.0|49.99|1887.85|3|14.99|29.99|64.97|1|y|completely orderable|222|8500|503|175|29|50|1|11|y
487|7|5|7999.54|105|5.0|49.99|1887.85|3|14.99|29.99|64.97|1|y|mainly orderable|222|8500|503|175|29|50|1|11|y
487|7|5|8328.539|109|5.0|49.99|1987.81|3|14.99|29.99|64.97|1|y|mainly orderable|222|8500|503|175|29|50|1|11|y
487|7|5|8339.685|109|5.0|49.99|1987.81|3|14.99|29.99|64.97|3|y|completely orderable|222|8500|503|175|29|50|1|11|y
487|7|5|8355.526|109|5.0|49.99|1987.81|3|14.99|29.99|64.97|4|y|completely orderable|222|8500|503|175|29|50|1|11|y
