sessionNo,maxBStep,avgBStep,maxOnlineStatus,minOnlineStatus,minAvailability,order
264,4.0,2.571428571428572,1.0,1.0,1.0,1
264,4.0,2.571428571428572,1.0,1.0,1.0,1
264,4.0,2.571428571428572,1.0,1.0,1.0,1
264,4.0,2.571428571428572,1.0,1.0,1.0,1
265,5.0,3.5,1.0,1.0,1.0,1
265,5.0,3.5,1.0,1.0,1.0,1
265,5.0,3.5,1.0,1.0,1.0,1
265,5.0,3.5,1.0,1.0,1.0,1
265,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
266,5.0,3.5,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
267,1.0,1.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
268,4.0,3.0,1.0,1.0,1.0,1
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
269,4.0,1.9444444444444444,1.0,1.0,1.0,0
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
270,2.0,1.3333333333333333,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
271,4.0,2.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
272,1.0,1.0,1.0,1.0,1.0,1
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
273,5.0,3.8333333333333335,1.0,1.0,1.0,0
274,5.0,3.2,1.0,1.0,1.0,1
274,5.0,3.2,1.0,1.0,1.0,1
274,5.0,3.2,1.0,1.0,1.0,1
274,5.0,3.2,1.0,1.0,1.0,1
274,5.0,3.2,1.0,1.0,1.0,1
274,5.0,3.2,1.0,1.0,1.0,1
275,5.0,2.0,1.0,1.0,1.0,0
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
276,5.0,3.25,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
277,5.0,3.2857142857142856,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
278,4.0,1.75,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
279,5.0,2.7777777777777777,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
280,4.0,3.4,1.0,1.0,1.0,1
281,5.0,2.0,1.0,1.0,1.0,0
282,5.0,3.2,1.0,1.0,1.0,1
282,5.0,3.2,1.0,1.0,1.0,1
282,5.0,3.2,1.0,1.0,1.0,1
282,5.0,3.2,1.0,1.0,1.0,1
282,5.0,3.2,1.0,1.0,1.0,1
282,5.0,3.2,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
283,2.0,1.75,1.0,1.0,1.0,1
284,5.0,2.0,1.0,1.0,1.0,0
284,5.0,2.0,1.0,1.0,1.0,0
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
285,4.0,2.2,1.0,1.0,1.0,1
286,1.0,1.0,1.0,1.0,1.0,0
286,1.0,1.0,1.0,1.0,1.0,0
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
287,5.0,2.176470588235294,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
288,5.0,1.8,1.0,1.0,1.0,1
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
289,4.0,2.625,1.0,1.0,1.0,0
290,5.0,2.0,1.0,1.0,1.0,0
291,1.0,1.0,1.0,1.0,1.0,0
291,1.0,1.0,1.0,1.0,1.0,0
292,5.0,2.0,1.0,1.0,1.0,0
293,5.0,2.0,1.0,1.0,1.0,0
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
294,4.0,2.5,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
295,5.0,2.8571428571428568,1.0,1.0,1.0,1
296,5.0,2.0,1.0,1.0,1.0,0
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
297,5.0,3.4545454545454546,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
298,1.0,1.0,1.0,1.0,1.0,1
299,5.0,2.0,1.0,1.0,1.0,0
299,5.0,2.0,1.0,1.0,1.0,0
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
300,2.0,2.0,1.0,1.0,1.0,1
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
301,2.0,1.4285714285714286,1.0,1.0,1.0,0
302,5.0,2.0,1.0,1.0,1.0,0
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
303,2.0,1.1428571428571428,1.0,1.0,1.0,1
304,1.0,1.0,1.0,1.0,1.0,0
304,1.0,1.0,1.0,1.0,1.0,0
305,5.0,4.0,1.0,1.0,1.0,1
305,5.0,4.0,1.0,1.0,1.0,1
305,5.0,4.0,1.0,1.0,1.0,1
305,5.0,4.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
306,5.0,3.0,1.0,1.0,1.0,1
307,4.0,4.0,1.0,1.0,1.0,1
307,4.0,4.0,1.0,1.0,1.0,1
307,4.0,4.0,1.0,1.0,1.0,1
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
308,1.0,1.0,1.0,1.0,1.0,0
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
309,5.0,2.4444444444444446,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
310,2.0,1.3333333333333333,1.0,1.0,1.0,1
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
311,1.0,1.0,1.0,1.0,1.0,0
312,5.0,3.25,1.0,1.0,1.0,1
312,5.0,3.25,1.0,1.0,1.0,1
312,5.0,3.25,1.0,1.0,1.0,1
312,5.0,3.25,1.0,1.0,1.0,1
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
313,2.0,1.6666666666666667,1.0,1.0,1.0,0
314,5.0,2.0,1.0,1.0,1.0,0
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
315,3.0,2.0,1.0,1.0,1.0,1
316,2.0,1.5,1.0,1.0,1.0,0
316,2.0,1.5,1.0,1.0,1.0,0
316,2.0,1.5,1.0,1.0,1.0,0
317,2.0,1.5,1.0,1.0,1.0,0
317,2.0,1.5,1.0,1.0,1.0,0
317,2.0,1.5,1.0,1.0,1.0,0
317,2.0,1.5,1.0,1.0,1.0,0
317,2.0,1.5,1.0,1.0,1.0,0
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
318,5.0,3.4444444444444446,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
319,4.0,2.4545454545454546,1.0,1.0,1.0,1
