sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,maxBStep,avgBStep,countTransact,maxAvailability,maxOnlineStatus,avgAvailability,minOnlineStatus,minAvailability,order
6000,13,5,1032.734,17,9.99,129.95,864.69,9,29.99,129.95,689.75,1.0,1.0,3.0,2800.0,520.0,81.0,17.0,56.0,2.0,17.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1
23532,13,6,447.721,29,9.99,29.99,216.77,4,9.99,21.95,56.92,2.0,1.0,1.0,500.0,491.0,7.0,10.0,34.0,1.0,105.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24697,14,6,32.815,5,19.99,19.99,99.95,2,19.99,19.99,39.98,2.0,1.0,1.0,600.0,517.0,223.0,10.0,48.0,1.0,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
41703,12,7,1165.905,15,69.99,199.0,1372.08,2,84.49,99.99,184.48,1.0,1.0,4.0,3000.0,509.0,149.0,17.0,59.0,2.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,0
26236,15,6,2176.005,53,14.0,60.0,1535.63,4,24.99,29.99,108.97,1.0,1.0,1.0,2500.0,478.0,151.0,5.0,43.0,1.0,12.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
19406,8,6,6287.069,193,3.0,499.99,5194.65,1,19.99,19.99,19.99,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42215,12,7,127.209,2,9.99,9.99,19.98,1,9.99,9.99,9.99,2.0,1.0,1.0,800.0,496.0,26.0,14.0,56.0,2.0,13.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
41538,12,7,216.34599999999998,9,3.99,17.99,109.91,3,3.99,17.99,31.97,2.0,1.0,1.0,600.0,461.0,11.0,5.0,29.0,1.0,21.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
26577,15,6,275.66700000000003,7,39.99,39.99,79.98,1,39.99,39.99,39.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
27374,16,6,41.378,1,17.99,17.99,17.99,1,17.99,17.99,17.99,1.0,1.0,1.0,4000.0,535.0,163.0,9.0,60.0,2.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
31016,19,6,479.69800000000004,6,29.99,49.99,259.94,1,49.99,49.99,49.99,2.0,1.0,1.0,900.0,502.0,209.0,4.0,40.0,1.0,231.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
14402,20,5,514.928,3,399.99,399.99,799.98,1,399.99,399.99,399.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34628,21,6,725.768,3,399.99,399.99,1199.97,1,399.99,399.99,399.99,2.0,1.0,1.0,1000.0,524.0,220.0,4.0,45.0,2.0,40.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
49479,18,7,1123.2839999999999,12,3.99,59.99,272.9,6,3.99,59.99,149.94,2.0,1.0,1.0,4000.0,581.0,198.0,15.0,41.0,2.0,59.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
37517,8,7,1253.335,35,8.99,39.99,587.69,12,8.99,39.99,226.39,3.0,1.0,1.0,3400.0,573.0,381.0,26.0,66.0,2.0,8.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42209,12,7,2909.667,18,2.99,19.99,195.82,16,2.99,19.99,169.84,1.0,1.0,1.0,4000.0,538.0,353.0,5.0,60.0,2.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
18565,5,6,4.313,3,4.99,4.99,9.98,1,4.99,4.99,4.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
34484,21,6,375.376,5,49.99,49.99,149.97,2,49.99,49.99,99.98,3.0,1.0,1.0,1500.0,562.0,45.0,2.0,47.0,2.0,405.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
41830,12,7,285.85200000000003,17,9.99,12.99,118.89,3,9.99,12.99,32.97,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25895,15,6,1018.9730000000001,8,4.99,24.99,119.92,3,4.99,24.99,44.97,5.0,1.0,1.0,300.0,467.0,79.0,23.0,54.0,1.0,499.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0
33299,20,6,10361.606,12,1199.99,1399.99,11799.91,3,1199.99,1399.99,3999.97,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42217,12,7,458.834,12,3.99,79.99,615.88,4,3.99,79.99,233.96,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11564,18,5,720.153,10,249.99,299.99,2759.9,3,249.99,299.99,829.97,2.0,1.0,1.0,4000.0,499.0,100.0,1.0,58.0,1.0,42.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30002,18,6,686.3739999999999,34,9.99,17.99,384.74,3,12.99,17.99,48.97,2.0,1.0,1.0,600.0,519.0,24.0,0.0,42.0,1.0,42.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4905,12,5,881.788,11,19.99,139.99,619.91,4,19.99,139.99,239.96,3.0,1.0,1.0,1700.0,524.0,53.0,11.0,37.0,2.0,174.0,3.0,2.5,2.0,1.0,1.0,1.0,1.0,1.0,0
13093,19,5,2719.67,28,8.99,69.99,624.66,3,14.99,24.99,64.97,2.0,1.0,1.0,100.0,523.0,34.0,9.0,37.0,2.0,20.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
13663,19,5,218.37599999999998,5,4.99,149.99,314.95,2,4.99,149.99,154.98,2.0,1.0,1.0,2800.0,489.0,220.0,31.0,67.0,1.0,61.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
42618,13,7,638.238,11,9.99,24.99,187.9,2,14.99,14.99,29.98,2.0,1.0,1.0,600.0,571.0,8.0,2.0,27.0,2.0,112.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46671,16,7,840.23,13,3.99,49.99,187.91,11,3.99,49.99,173.93,1.0,1.0,1.0,26700.0,511.0,182.0,14.0,56.0,1.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
23531,13,6,174.963,6,19.99,20.99,81.96,2,19.99,20.99,40.98,2.0,1.0,1.0,1100.0,536.0,80.0,80.0,20.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45996,15,7,1159.306,5,19.99,19.99,99.95,2,19.99,19.99,39.98,2.0,1.0,1.0,4000.0,557.0,203.0,6.0,55.0,2.0,120.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
14427,20,5,6.327999999999999,2,17.99,89.99,107.98,2,17.99,89.99,107.98,1.0,1.0,1.0,4000.0,70.0,113.0,0.0,57.0,2.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1269,8,5,3914.9109999999996,28,349.99,699.99,8949.81,1,399.99,399.99,399.99,3.0,1.0,1.0,1500.0,520.0,104.0,0.0,47.0,1.0,13.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
48583,17,7,239.997,4,19.99,29.99,104.96,4,19.99,29.99,104.96,2.0,1.0,1.0,4000.0,70.0,169.0,0.0,50.0,2.0,432.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
48472,17,7,226.27200000000002,3,79.99,79.99,239.97,1,79.99,79.99,79.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28503,17,6,376.036,5,12.99,15.99,41.97,1,12.99,12.99,12.99,2.0,1.0,1.0,4000.0,540.0,34.0,14.0,28.0,2.0,40.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
46567,16,7,709.382,29,9.99,124.99,790.71,9,9.99,124.99,254.91,2.0,1.0,1.0,2800.0,526.0,70.0,62.0,62.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
17116,22,5,1148.984,3,59.99,59.99,119.98,1,59.99,59.99,59.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30458,18,6,29.552,4,9.99,12.49,44.96,2,9.99,12.49,22.48,2.0,1.0,1.0,4000.0,568.0,47.0,5.0,32.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
14659,20,5,285.46,9,3.0,109.99,136.98,1,3.0,3.0,3.0,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
40539,11,7,97.31299999999999,2,12.99,12.99,25.98,2,12.99,12.99,25.98,5.0,1.0,1.0,600.0,70.0,37.0,3.0,41.0,2.0,348.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
706,8,5,1655.777,20,5.99,59.95,403.58,8,5.99,59.95,185.8,2.0,1.0,1.0,2500.0,501.0,158.0,4.0,51.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
22112,12,6,2005.014,39,7.99,99.99,1061.69,6,14.99,64.99,199.94,1.0,1.0,1.0,600.0,427.0,23.0,34.0,35.0,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25876,15,6,1237.372,11,7.99,19.99,132.89,4,7.99,19.99,50.96,2.0,1.0,1.0,300.0,512.0,6.0,3.0,22.0,2.0,39.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45910,15,7,8784.164,79,5.99,59.95,2445.81,12,5.99,59.95,358.5,2.0,1.0,1.0,1000.0,552.0,65.0,8.0,58.0,1.0,46.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
12452,18,5,1778.484,13,6.99,14.99,103.87,2,6.99,6.99,13.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26781,16,6,885.568,31,3.99,29.99,429.69,7,3.99,29.99,94.93,2.0,1.0,1.0,600.0,598.0,56.0,2.0,72.0,2.0,296.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
45206,15,7,1314.399,51,3.99,29.99,576.57,4,7.99,15.0,42.97,1.0,1.0,1.0,1200.0,70.0,61.0,1.0,37.0,1.0,378.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
10509,17,5,320.08,6,6.99,12.99,59.94,2,6.99,12.99,19.98,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44997,14,7,676.8989999999999,27,8.39,29.99,388.36,2,8.39,9.99,18.38,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3137,10,5,591.88,7,29.99,59.99,329.93,2,29.99,59.99,89.98,4.0,1.0,1.0,800.0,374.0,78.0,4.0,25.0,1.0,257.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30019,18,6,649.859,28,7.99,65.99,507.32,1,19.99,19.99,19.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6144,13,5,355.089,7,1189.0,2599.0,11463.99,1,1189.0,1189.0,1189.0,2.0,1.0,1.0,500.0,405.0,16.0,26.0,29.0,1.0,129.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25890,15,6,4147.112,14,5.0,39.99,280.24,3,5.0,7.0,17.0,2.0,1.0,1.0,25000.0,520.0,36.0,100.0,54.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
38538,10,7,1718.2979999999998,23,3.99,19.99,274.77,9,3.99,19.99,107.91,2.0,1.0,1.0,4000.0,70.0,271.0,1.0,49.0,2.0,283.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
32234,19,6,313.01099999999997,9,39.95,39.99,239.82,1,39.99,39.99,39.99,2.0,1.0,1.0,4000.0,544.0,177.0,17.0,53.0,2.0,27.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
35078,22,6,0.0,7,9.99,29.99,140.89,7,9.99,29.99,140.89,2.0,1.0,1.0,1200.0,588.0,40.0,9.0,56.0,1.0,79.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2749,10,5,686.462,18,6.0,12.95,54.45,2,6.0,9.8,15.8,2.0,1.0,1.0,2800.0,518.0,140.0,28.0,35.0,2.0,40.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4562,11,5,108.736,8,74.95,74.95,374.75,1,74.95,74.95,74.95,2.0,1.0,1.0,21000.0,514.0,165.0,161.0,53.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8286,15,5,328.38300000000004,6,29.99,34.99,194.94,2,29.99,34.99,64.98,2.0,1.0,1.0,4000.0,538.0,297.0,6.0,62.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24636,14,6,4336.66,61,3.99,39.9,778.67,4,3.99,17.99,44.96,2.0,1.0,1.0,1100.0,451.0,19.0,13.0,40.0,2.0,216.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
49151,18,7,3028.513,97,8.39,89.99,2811.21,11,9.99,89.99,530.61,2.0,1.0,1.0,600.0,482.0,158.0,10.0,43.0,2.0,48.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
27530,16,6,821.5369999999999,40,12.99,129.99,1559.63,5,12.99,99.99,250.95,2.0,1.0,1.0,4000.0,614.0,112.0,11.0,48.0,2.0,180.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
13296,19,5,620.727,9,19.99,99.99,369.91,4,19.99,99.99,174.96,3.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1
7244,14,5,3628.57,3,24.99,24.99,74.97,2,24.99,24.99,49.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
21253,11,6,0.0,6,3.99,39.99,136.94,6,3.99,39.99,136.94,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
33498,20,6,13.33,3,29.99,29.99,89.97,1,29.99,29.99,29.99,2.0,1.0,1.0,800.0,597.0,36.0,8.0,23.0,2.0,134.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
44163,14,7,2636.328,39,12.99,59.99,1004.62,4,15.99,44.99,115.96,2.0,1.0,1.0,300.0,549.0,1.0,1.0,46.0,2.0,49.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
39461,10,7,9170.926,88,3.99,59.99,1222.29,14,7.0,29.99,172.9,1.0,1.0,1.0,300.0,400.0,1.0,0.0,23.0,2.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
37675,9,7,0.0,6,19.99,29.99,159.94,6,19.99,29.99,159.94,2.0,1.0,1.0,600.0,499.0,345.0,2.0,50.0,2.0,48.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
26812,16,6,16081.143,180,6.99,279.0,5493.2,17,14.99,99.99,474.85,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
33400,20,6,1217.943,14,3.99,19.99,153.87,8,3.99,19.99,78.93,2.0,1.0,1.0,13200.0,528.0,223.0,41.0,54.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
13908,19,5,5379.165,68,9.99,34.99,702.59,2,24.99,24.99,49.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30727,18,6,98.111,3,79.99,79.99,159.98,1,79.99,79.99,79.99,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3429,10,5,126.86399999999999,4,19.99,299.99,639.96,2,19.99,299.99,319.98,1.0,1.0,1.0,3000.0,552.0,84.0,26.0,72.0,1.0,52.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44055,14,7,331.57099999999997,22,29.99,119.0,1445.48,3,29.99,99.95,229.89,2.0,1.0,1.0,3000.0,585.0,306.0,9.0,46.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27889,16,6,2716.6440000000002,22,19.99,699.99,11019.79,1,699.99,699.99,699.99,1.0,1.0,1.0,100.0,482.0,39.0,1.0,40.0,1.0,304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
23473,13,6,128.72899999999998,3,44.99,69.99,184.97,1,69.99,69.99,69.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28538,17,6,165.479,12,12.49,19.99,197.38,2,12.49,17.99,30.48,2.0,1.0,1.0,1700.0,569.0,219.0,2.0,45.0,2.0,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11447,17,5,624.81,12,3.99,19.99,134.88,6,3.99,19.99,66.94,2.0,1.0,1.0,1000.0,582.0,100.0,24.0,43.0,2.0,129.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
11207,17,5,604.719,4,12.99,79.99,185.96,2,12.99,79.99,92.98,5.0,1.0,1.0,2500.0,493.0,285.0,10.0,47.0,2.0,17.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28917,17,6,1103.162,7,17.99,39.95,182.89,2,24.99,24.99,49.98,1.0,1.0,1.0,300.0,464.0,117.0,11.0,38.0,2.0,468.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
24569,14,6,832.7610000000001,28,39.99,79.99,824.84,5,39.99,79.99,259.95,2.0,1.0,1.0,2900.0,556.0,64.0,11.0,40.0,2.0,148.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
718,8,5,146.655,4,29.95,29.95,59.9,1,29.95,29.95,29.95,2.0,1.0,1.0,800.0,573.0,63.0,42.0,33.0,2.0,10.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
31631,19,6,875.7560000000001,6,9.99,9.99,39.96,3,9.99,9.99,29.97,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
18663,5,6,53.97,7,19.99,19.99,139.93,2,19.99,19.99,39.98,2.0,1.0,1.0,2500.0,533.0,158.0,10.0,41.0,2.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
35590,23,6,481.985,13,12.99,29.99,372.87,1,29.99,29.99,29.99,2.0,1.0,1.0,4000.0,569.0,204.0,5.0,44.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4347,11,5,1815.517,16,19.99,999.0,7970.97,2,29.99,899.0,928.99,3.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
32912,20,6,7782.3640000000005,76,0.0,159.99,3534.25,5,0.0,49.99,108.96,2.0,1.0,1.0,1200.0,531.0,60.0,3.0,42.0,1.0,71.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27666,16,6,585.73,6,69.99,399.99,939.96,1,69.99,69.99,69.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3234,10,5,2232.572,41,6.99,44.99,484.71,10,6.99,44.99,210.91,2.0,1.0,1.0,2500.0,522.0,220.0,8.0,46.0,2.0,65.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1
1588,9,5,307.709,8,15.95,29.99,121.87,2,15.95,29.99,45.94,2.0,1.0,1.0,2200.0,485.0,43.0,11.0,56.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
35207,22,6,548.35,6,12.99,29.99,157.94,1,29.99,29.99,29.99,1.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
2121,9,5,13.493,2,1799.99,1799.99,3599.98,1,1799.99,1799.99,1799.99,1.0,1.0,1.0,800.0,492.0,3.0,2.0,53.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
44696,14,7,0.0,1,59.95,59.95,59.95,1,59.95,59.95,59.95,2.0,1.0,1.0,1500.0,521.0,91.0,7.0,36.0,2.0,73.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
22197,12,6,3268.528,67,6.99,49.95,988.33,8,6.99,24.99,108.93,2.0,1.0,1.0,600.0,598.0,7.0,1.0,48.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
4354,11,5,930.7389999999999,15,10.99,399.99,3236.87,5,10.99,399.99,1215.95,2.0,1.0,1.0,2600.0,526.0,38.0,13.0,25.0,2.0,63.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30780,18,6,181.835,5,9.0,21.0,74.0,1,9.0,9.0,9.0,2.0,1.0,1.0,1100.0,521.0,9.0,10.0,22.0,2.0,46.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
28666,17,6,954.75,34,69.95,120.0,809.55,2,69.95,89.95,159.9,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
15619,21,5,107.881,6,17.99,34.99,130.94,1,17.99,17.99,17.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
11898,18,5,1341.38,39,15.99,69.99,1258.65,9,15.99,59.99,315.91,5.0,1.0,1.0,4100.0,545.0,325.0,21.0,47.0,2.0,20.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1
14279,20,5,0.0,1,49.99,49.99,49.99,1,49.99,49.99,49.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
33061,20,6,937.648,19,6.95,49.9,347.61,5,6.95,29.99,81.91,4.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1
25480,15,6,1064.618,12,9.99,69.99,484.88,5,9.99,69.99,204.95,3.0,1.0,1.0,100.0,70.0,73.0,0.0,42.0,2.0,466.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
31994,19,6,186.262,10,24.99,24.99,249.9,2,24.99,24.99,49.98,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
4196,11,5,69.90899999999999,3,299.99,399.99,1099.97,1,399.99,399.99,399.99,2.0,1.0,1.0,300.0,567.0,2.0,1.0,25.0,1.0,14.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
17928,0,6,763.4019999999999,32,3.0,20.0,226.97,8,3.0,20.0,58.99,2.0,1.0,1.0,2300.0,582.0,116.0,9.0,35.0,2.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
8171,15,5,562.456,19,6.0,19.99,233.86,4,6.0,19.99,50.97,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
10019,16,5,79.18,4,59.99,69.99,249.96,1,59.99,59.99,59.99,2.0,1.0,1.0,300.0,518.0,3.0,1.0,33.0,2.0,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45020,15,7,1438.7520000000002,10,199.99,799.0,4395.94,3,199.99,799.0,1298.98,4.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,4.0,3.5,2.0,1.0,1.0,1.0,1.0,1.0,1
19156,8,6,796.326,53,14.9,79.95,1872.35,6,14.9,29.95,144.65,2.0,1.0,1.0,1700.0,463.0,22.0,14.0,32.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36497,4,7,68.043,3,12.99,12.99,38.97,1,12.99,12.99,12.99,2.0,1.0,1.0,2800.0,515.0,124.0,3.0,48.0,2.0,55.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
9016,15,5,94.9,2,499.99,499.99,999.98,1,499.99,499.99,499.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0
18917,7,6,136.054,6,89.99,89.99,539.94,2,89.99,89.99,179.98,1.0,1.0,1.0,1200.0,500.0,358.0,19.0,62.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
49417,18,7,60.119,5,19.99,34.99,119.95,5,19.99,34.99,119.95,3.0,1.0,1.0,2000.0,613.0,256.0,4.0,46.0,2.0,15.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1
21016,10,6,2709.4590000000003,37,9.99,39.99,598.63,8,9.99,34.99,123.92,3.0,0.0,3.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,3.0,3.0,1.0,3.0,0.0,3.0,0.0,3.0,1
36899,7,7,1356.422,36,9.99,119.99,1257.54,6,9.99,59.99,179.94,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1
12412,18,5,103.521,1,69.99,69.99,69.99,1,69.99,69.99,69.99,2.0,1.0,1.0,1500.0,520.0,104.0,8.0,45.0,2.0,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
36798,7,7,801.189,3,229.99,299.99,829.97,1,299.99,299.99,299.99,1.0,1.0,1.0,600.0,541.0,7.0,1.0,55.0,2.0,221.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
